Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,diagnosis,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,neoplastic,Organism,Patient_ID,plate_id,Platform,ReleaseDate,Sample Name,selection,source_name,SRA Study,TISSUE,tsne_cluster,Well
SRR3934543,RNA-Seq,128,212764841,PRJNA330719,SAMN05421067,85967721,Oligodendrocyte,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963835,GSM2243639,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243639,Unpanned,Brain,SRP079058,Tumor,2,H1
SRR3934544,RNA-Seq,128,251978715,PRJNA330719,SAMN05421323,100325362,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963836,GSM2243640,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243640,Unpanned,Brain,SRP079058,Tumor,8,E11
SRR3934545,RNA-Seq,128,218561797,PRJNA330719,SAMN05421324,87475233,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963837,GSM2243641,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243641,Unpanned,Brain,SRP079058,Tumor,11,B10
SRR3934546,RNA-Seq,128,194763458,PRJNA330719,SAMN05421325,78156100,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963838,GSM2243642,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243642,Unpanned,Brain,SRP079058,Tumor,11,C10
SRR3934547,RNA-Seq,128,187688953,PRJNA330719,SAMN05421326,74777881,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963839,GSM2243643,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243643,Unpanned,Brain,SRP079058,Tumor,11,B5
SRR3934548,RNA-Seq,128,255729529,PRJNA330719,SAMN05421327,102083548,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963840,GSM2243644,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243644,Unpanned,Brain,SRP079058,Tumor,11,D1
SRR3934549,RNA-Seq,128,267628331,PRJNA330719,SAMN05421328,106604584,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963841,GSM2243645,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243645,Unpanned,Brain,SRP079058,Tumor,11,C2
SRR3934550,RNA-Seq,128,121871374,PRJNA330719,SAMN05421329,47730598,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963842,GSM2243646,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243646,Unpanned,Brain,SRP079058,Tumor,11,F4
SRR3934551,RNA-Seq,128,248458704,PRJNA330719,SAMN05421330,99276012,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963843,GSM2243647,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243647,Unpanned,Brain,SRP079058,Tumor,11,E2
SRR3934552,RNA-Seq,128,186659496,PRJNA330719,SAMN05421331,74867718,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963844,GSM2243648,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243648,Unpanned,Brain,SRP079058,Tumor,11,H3
SRR3934553,RNA-Seq,128,289454679,PRJNA330719,SAMN05421332,116299229,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963845,GSM2243649,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243649,Unpanned,Brain,SRP079058,Tumor,11,A4
SRR3934554,RNA-Seq,128,217026463,PRJNA330719,SAMN05421333,86749799,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963846,GSM2243650,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243650,Unpanned,Brain,SRP079058,Tumor,11,C12
SRR3934555,RNA-Seq,128,89633430,PRJNA330719,SAMN05421334,35754433,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963847,GSM2243651,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243651,Unpanned,Brain,SRP079058,Tumor,11,G10
SRR3934556,RNA-Seq,128,207190497,PRJNA330719,SAMN05421335,83360708,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963848,GSM2243652,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243652,Unpanned,Brain,SRP079058,Tumor,11,F2
SRR3934557,RNA-Seq,128,163472857,PRJNA330719,SAMN05421336,65274248,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963849,GSM2243653,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243653,Unpanned,Brain,SRP079058,Tumor,11,D11
SRR3934558,RNA-Seq,128,152285124,PRJNA330719,SAMN05421337,61602552,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963850,GSM2243654,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243654,Unpanned,Brain,SRP079058,Tumor,11,F5
SRR3934559,RNA-Seq,128,186837276,PRJNA330719,SAMN05421338,75201846,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963851,GSM2243655,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243655,Unpanned,Brain,SRP079058,Tumor,11,C8
SRR3934560,RNA-Seq,128,187246851,PRJNA330719,SAMN05421339,75629470,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963852,GSM2243656,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243656,Unpanned,Brain,SRP079058,Tumor,1,F12
SRR3934561,RNA-Seq,128,215497854,PRJNA330719,SAMN05421340,86125996,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963853,GSM2243657,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243657,Unpanned,Brain,SRP079058,Tumor,8,B7
SRR3934562,RNA-Seq,128,198791081,PRJNA330719,SAMN05421344,79472121,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963854,GSM2243658,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243658,Unpanned,Brain,SRP079058,Tumor,11,D3
SRR3934563,RNA-Seq,128,195390843,PRJNA330719,SAMN05421345,78150722,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963855,GSM2243659,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243659,Unpanned,Brain,SRP079058,Tumor,11,C9
SRR3934564,RNA-Seq,128,299757030,PRJNA330719,SAMN05421346,119996312,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963856,GSM2243660,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243660,Unpanned,Brain,SRP079058,Tumor,11,D6
SRR3934565,RNA-Seq,128,239009930,PRJNA330719,SAMN05421347,95017245,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963857,GSM2243661,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243661,Unpanned,Brain,SRP079058,Tumor,11,E6
SRR3934566,RNA-Seq,128,201574194,PRJNA330719,SAMN05421341,80598947,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963858,GSM2243662,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243662,Unpanned,Brain,SRP079058,Tumor,11,A6
SRR3934567,RNA-Seq,128,323528801,PRJNA330719,SAMN05421342,129676605,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963859,GSM2243663,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243663,Unpanned,Brain,SRP079058,Tumor,11,H8
SRR3934568,RNA-Seq,128,211872377,PRJNA330719,SAMN05421343,85109637,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963860,GSM2243664,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243664,Unpanned,Brain,SRP079058,Tumor,11,B2
SRR3934569,RNA-Seq,128,177884394,PRJNA330719,SAMN05421348,71090099,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963861,GSM2243665,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243665,Unpanned,Brain,SRP079058,Tumor,11,B11
SRR3934570,RNA-Seq,128,226017568,PRJNA330719,SAMN05421349,90321271,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963862,GSM2243666,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243666,Unpanned,Brain,SRP079058,Tumor,11,E10
SRR3934571,RNA-Seq,128,254530578,PRJNA330719,SAMN05421350,101204965,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963863,GSM2243667,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243667,Unpanned,Brain,SRP079058,Tumor,11,D8
SRR3934572,RNA-Seq,128,188289451,PRJNA330719,SAMN05421351,75992376,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963864,GSM2243668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243668,Unpanned,Brain,SRP079058,Tumor,11,F10
SRR3934573,RNA-Seq,128,182225071,PRJNA330719,SAMN05421352,72913707,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963865,GSM2243669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243669,Unpanned,Brain,SRP079058,Tumor,11,E9
SRR3934574,RNA-Seq,128,219315846,PRJNA330719,SAMN05421353,88741967,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963866,GSM2243670,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243670,Unpanned,Brain,SRP079058,Tumor,11,F7
SRR3934575,RNA-Seq,128,209734905,PRJNA330719,SAMN05421354,84473464,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963867,GSM2243671,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243671,Unpanned,Brain,SRP079058,Tumor,11,G3
SRR3934576,RNA-Seq,128,196579712,PRJNA330719,SAMN05421355,78318982,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963868,GSM2243672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243672,Unpanned,Brain,SRP079058,Tumor,11,C6
SRR3934577,RNA-Seq,128,312605300,PRJNA330719,SAMN05421356,124618178,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963869,GSM2243673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243673,Unpanned,Brain,SRP079058,Tumor,11,E12
SRR3934578,RNA-Seq,128,288719401,PRJNA330719,SAMN05421357,115700035,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963870,GSM2243674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243674,Unpanned,Brain,SRP079058,Tumor,11,A12
SRR3934579,RNA-Seq,128,193585433,PRJNA330719,SAMN05421358,77549705,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963871,GSM2243675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243675,Unpanned,Brain,SRP079058,Tumor,8,A1
SRR3934580,RNA-Seq,128,226995792,PRJNA330719,SAMN05421359,91824288,Neoplastic,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963872,GSM2243676,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Neoplastic,Homo sapiens,BT_S2,1001000175,ILLUMINA,2017-11-02T00:00:00Z,GSM2243676,Unpanned,Brain,SRP079058,Tumor,11,A8
SRR3934581,RNA-Seq,128,259753006,PRJNA330719,SAMN05421360,99989536,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963873,GSM2243677,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243677,Microglia(CD45),Brain,SRP079058,Tumor,8,A7
SRR3934582,RNA-Seq,128,221642546,PRJNA330719,SAMN05421361,85784513,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963874,GSM2243678,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243678,Microglia(CD45),Brain,SRP079058,Tumor,8,B9
SRR3934583,RNA-Seq,128,199299484,PRJNA330719,SAMN05421362,77903373,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963875,GSM2243679,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243679,Microglia(CD45),Brain,SRP079058,Tumor,8,D9
SRR3934584,RNA-Seq,128,274502156,PRJNA330719,SAMN05421363,107140353,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963876,GSM2243680,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243680,Microglia(CD45),Brain,SRP079058,Tumor,8,G5
SRR3934585,RNA-Seq,128,179816842,PRJNA330719,SAMN05421364,69201445,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963877,GSM2243681,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243681,Microglia(CD45),Brain,SRP079058,Tumor,8,H3
SRR3934586,RNA-Seq,128,311922435,PRJNA330719,SAMN05421365,121130615,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963878,GSM2243682,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243682,Microglia(CD45),Brain,SRP079058,Tumor,8,A9
SRR3934587,RNA-Seq,128,178070932,PRJNA330719,SAMN05421366,68750220,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963879,GSM2243683,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243683,Microglia(CD45),Brain,SRP079058,Tumor,8,G2
SRR3934588,RNA-Seq,128,259994331,PRJNA330719,SAMN05421367,100609001,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963880,GSM2243684,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243684,Microglia(CD45),Brain,SRP079058,Tumor,8,F10
SRR3934589,RNA-Seq,128,323525200,PRJNA330719,SAMN05421368,125216002,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963881,GSM2243685,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243685,Microglia(CD45),Brain,SRP079058,Tumor,8,F1
SRR3934590,RNA-Seq,128,175680289,PRJNA330719,SAMN05421369,68784014,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963882,GSM2243686,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243686,Microglia(CD45),Brain,SRP079058,Tumor,8,D7
SRR3934591,RNA-Seq,128,158374459,PRJNA330719,SAMN05421370,61815935,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963883,GSM2243687,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243687,Microglia(CD45),Brain,SRP079058,Tumor,8,C9
SRR3934592,RNA-Seq,128,240601851,PRJNA330719,SAMN05421371,92600086,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963884,GSM2243688,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243688,Microglia(CD45),Brain,SRP079058,Tumor,7,B7
SRR3934593,RNA-Seq,128,331232772,PRJNA330719,SAMN05421372,128193328,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963885,GSM2243689,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243689,Microglia(CD45),Brain,SRP079058,Tumor,7,A5
SRR3934594,RNA-Seq,128,177037819,PRJNA330719,SAMN05421373,69602289,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963886,GSM2243690,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243690,Microglia(CD45),Brain,SRP079058,Tumor,8,D4
SRR3934595,RNA-Seq,128,214210102,PRJNA330719,SAMN05421374,89840066,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963887,GSM2243691,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243691,Microglia(CD45),Brain,SRP079058,Tumor,8,F2
SRR3934596,RNA-Seq,128,252368622,PRJNA330719,SAMN05421375,97625203,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963888,GSM2243692,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243692,Microglia(CD45),Brain,SRP079058,Tumor,8,A10
SRR3934597,RNA-Seq,128,280395684,PRJNA330719,SAMN05421376,108112539,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963889,GSM2243693,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243693,Microglia(CD45),Brain,SRP079058,Tumor,8,C2
SRR3934598,RNA-Seq,128,327780300,PRJNA330719,SAMN05421377,126981541,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963890,GSM2243694,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243694,Microglia(CD45),Brain,SRP079058,Tumor,8,G11
SRR3934599,RNA-Seq,128,213139736,PRJNA330719,SAMN05421378,83473513,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963891,GSM2243695,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243695,Microglia(CD45),Brain,SRP079058,Tumor,8,E8
SRR3934600,RNA-Seq,128,197924042,PRJNA330719,SAMN05421379,76364213,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963892,GSM2243696,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243696,Microglia(CD45),Brain,SRP079058,Tumor,8,F12
SRR3934601,RNA-Seq,128,247164898,PRJNA330719,SAMN05421380,95140446,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963893,GSM2243697,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243697,Microglia(CD45),Brain,SRP079058,Tumor,8,E11
SRR3934602,RNA-Seq,128,192912911,PRJNA330719,SAMN05421381,75680771,Immune cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioblastoma,SRX1963894,GSM2243698,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Regular,Homo sapiens,BT_S2,1001000176,ILLUMINA,2017-11-02T00:00:00Z,GSM2243698,Microglia(CD45),Brain,SRP079058,Tumor,8,E3
